Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Poster,Error,totalSeasons
The Nile Hilton Incident,2017,Unrated,05 Jul 2017,111 min,"Crime, Drama, Mystery",Tarik Saleh,"Tarik Saleh, Magdi Abdelhadi","Fares Fares, Mari Malek, Yasser Ali Maher","A maid witnesses a murder at an upscale hotel and a policeman is assigned to the case, but it soon becomes clear that important people don't want the case solved.","Arabic, Dinka, English, Italian","Sweden, Germany, Denmark, Morocco, France",https://m.media-amazon.com/images/M/MV5BMDhmMWQyNjUtZTM5NC00MThhLWEyNzktOTM2ZTYzZWU5MGYyXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,,
Ocean Waves,1993,PG-13,13 Jul 1994,76 min,"Animation, Drama, Romance",Tomomi Mochizuki,"Saeko Himuro, Keiko Niwa","Nobuo Tobita, Toshihiko Seki, Yoko Sakamoto","As a young man returns home after his first year away at college he recalls his senior year of high school and the iron-willed, big city girl that turned his world upside down.",Japanese,Japan,https://m.media-amazon.com/images/M/MV5BNDkzODhjMTktOTkwZS00MGQ3LTg4MGUtMDA5NWI2Y2ZiMzhjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Pop Aye,2017,N/A,13 Apr 2017,104 min,Drama,Kirsten Tan,Kirsten Tan,"Thaneth Warakulnukroh, Penpak Sirikul, Wasu Wanrayangkoon","On a chance encounter, a disenchanted architect bumps into his long-lost elephant on the streets of Bangkok. Excited, he takes his elephant on a journey across Thailand, in search of the farm where they grew up together.",Thai,"Thailand, Singapore",https://m.media-amazon.com/images/M/MV5BNzg3MzQ4MzUtMTdmOS00MTBkLWI1M2ItNTAxYjcxMzRhODI3XkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_SX300.jpg,,
Te Ata,2016,PG,13 Oct 2017,105 min,"Biography, Drama, History",Nathan Frankowski,"Esther Luttrell, Jeannie Barbour","Q'orianka Kilcher, Gil Birmingham, Brigid Brannagh",Te Ata set her sights on Broadway and what she thought was her life's dream. Audition after audition she was rejected and began to wonder if she was cut out for the bright lights.,English,United States,https://m.media-amazon.com/images/M/MV5BMTU3NzA3ODg0N15BMl5BanBnXkFtZTgwNzkyOTg1MzI@._V1_SX300.jpg,,
Buster's Mal Heart,2016,Unrated,23 May 2017,96 min,"Crime, Drama, Mystery",Sarah Adina Smith,Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil",A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as the Inversion.,"English, Spanish",United States,https://m.media-amazon.com/images/M/MV5BYmEyNjhmYzYtNmI3OC00MWY4LTkxYzItZDljYmQxMjg0MWFmXkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Bill Nye: Science Guy,2017,Not Rated,12 Mar 2017,101 min,Documentary,"David Alvarado, Jason Sussberg",N/A,"Neil deGrasse Tyson, Bill Nye, Ann Druyan",A famous television personality struggles to restore science to its rightful place in a world hostile to evidence and reason.,English,United States,https://m.media-amazon.com/images/M/MV5BMjE0MzUxMjAzMF5BMl5BanBnXkFtZTgwMDY3OTk2MzI@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Alive and Kicking,1996,R,25 Jul 1997,98 min,"Comedy, Drama, Romance",Nancy Meckler,Martin Sherman,"Jason Flemyng, Antony Sher, Dorothy Tutin","A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",English,United Kingdom,https://m.media-amazon.com/images/M/MV5BODM3NzI3NTgzMV5BMl5BanBnXkFtZTcwODIzODAzMQ@@._V1_SX300.jpg,,
The Love Witch,2016,Unrated,10 Mar 2017,120 min,"Comedy, Horror, Romance",Anna Biller,Anna Biller,"Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",English,United States,https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_SX300.jpg,,
To the Arctic 3D,2012,G,20 Apr 2012,40 min,"Documentary, Short",Greg MacGillivray,Stephen Judson,"Meryl Streep, Leanne Allison, Karsten Heuer",A journey into the lives of a mother polar bear and her two seven-month-old cubs as they navigate the changing Arctic wilderness they call home.,English,United States,https://m.media-amazon.com/images/M/MV5BMTA2OTM4MjY0MTNeQTJeQWpwZ15BbWU3MDM4Mzg5NDc@._V1_SX300.jpg,,
Architects of Denial,2017,N/A,06 Oct 2017,102 min,"Documentary, History, War",David Lee George,Robert Corsini,"Taner Akçam, Tjagharyan Movses Amaya, Movses Aneshyan","Featuring Julian Assange, George Clooney, and brutal witness accounts, this film explores the controversy surrounding the Armenian genocide and persecution of Middle Eastern Christians, including the U.S. politicians who deny it o...","English, Armenian, Turkish",United States,https://m.media-amazon.com/images/M/MV5BOGM1Y2U4MWYtZjE3Yy00YTNjLWE4YTMtNDZjMmFlMWJmMDRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,,
Munna Michael,2017,Not Rated,21 Jul 2017,140 min,"Action, Drama, Music",Sabir Khan,Vimi Datta,"Tiger Shroff, Nidhhi Agerwal, Nawazuddin Siddiqui","A young man, tries to follow the footsteps of his idol, The King of Pop, Michael Jackson.",Hindi,India,https://m.media-amazon.com/images/M/MV5BMTgyNDQ4NDM2Nl5BMl5BanBnXkFtZTgwODI4NDk0MjI@._V1_SX300.jpg,,
The Teacher,2016,Unrated,21 Jul 2016,102 min,"Comedy, Drama",Jan Hrebejk,Petr Jarchovský,"Zuzana Mauréry, Zuzana Konecná, Csongor Kassai","The arrival of Maria Drazdechova, associated with the Communist party, to a school in Bratislava in 1983 worries parents, students, and colleagues.",Slovak,"Slovakia, Czech Republic",https://m.media-amazon.com/images/M/MV5BYTJkZTM4ZTgtZjY5My00MDNjLWJkODYtNTViYmVjYWE5NWIxXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,,
Happy End,2017,R,22 Dec 2017,107 min,Drama,Michael Haneke,Michael Haneke,"Isabelle Huppert, Jean-Louis Trintignant, Mathieu Kassovitz",A well-to-do French family deals with a series of setbacks and crises.,"French, English","France, Austria, Germany",https://m.media-amazon.com/images/M/MV5BOGUwYjU2NjEtMmRhYy00ODVmLWE1YmMtNzY1OGEzOWI4ZWRkXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,,
The Tiger Hunter,2016,Not Rated,22 Sep 2017,94 min,Comedy,Lena Khan,"Sameer Gardezi, Lena Khan, Meera Simhan","Danny Pudi, Rizwan Manji, Jon Heder","A young Indian man relocates to 1970s Chicago to become an engineer, but when his job falls through, resorts to an elaborate charade with misfit friends in order to woo his childhood sweetheart.",English,United States,https://m.media-amazon.com/images/M/MV5BOWM5MWJhMmMtZTQ4YS00MTUwLWI5MjEtYTk4ZDIwMmRiNjUxXkEyXkFqcGdeQXVyMjIzNzQ1MjM@._V1_SX300.jpg,,
Almost Christmas,2016,PG-13,11 Nov 2016,111 min,"Comedy, Drama, Romance",David E. Talbert,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover",A dysfunctional family gathers together for their first Christmas since their mom died.,English,"United States, China",https://m.media-amazon.com/images/M/MV5BMjM1MTkwNTQ1Ml5BMl5BanBnXkFtZTgwNTc5ODgxOTE@._V1_SX300.jpg,,
Tragedy Girls,2017,R,20 Oct 2017,98 min,"Comedy, Crime, Horror",Tyler MacIntyre,"Chris Lee Hill, Tyler MacIntyre, Justin Olson","Brianna Hildebrand, Alexandra Shipp, Jack Quaid","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.",English,United States,https://m.media-amazon.com/images/M/MV5BNGYzZGZlYmUtYjRkNy00MmJiLWI5YjktYWQ3NmQ0MWQ3M2I5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,,
Donald Cried,2016,Not Rated,12 Mar 2016,85 min,"Comedy, Drama",Kris Avedisian,"Kris Avedisian, Kyle Espeleta, Jesse Wakeman","Jesse Wakeman, Kris Avedisian, William Billington","With sudden passing of his grandmother, Peter Latang returns to his hometown and encounters his long lost, childhood friend, Donald Treebeck. What begins as a simple favor, turns into a long day's journey into the past.",English,United States,https://m.media-amazon.com/images/M/MV5BMTUyNjU2MzMzMl5BMl5BanBnXkFtZTgwNTUwNTcxMTI@._V1_SX300.jpg,,
Worlds Apart,2015,Not Rated,13 Jan 2017,113 min,"Drama, Romance",Christopher Papakaliatis,Christopher Papakaliatis,"J.K. Simmons, Maria Kavoyianni, Andrea Osvárt","In modern Greece, while socioeconomic turmoil ravages Southern Europe, three distinct stories unfold, each representing a different generation of Greeks in love with a foreigner, each story coming together in the end to form a whole.","Greek, English, Arabic, German",Greece,https://m.media-amazon.com/images/M/MV5BNjc2MDgwNzkxOF5BMl5BanBnXkFtZTgwODIwOTYyNzE@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
Bang! The Bert Berns Story,2016,N/A,11 Mar 2016,94 min,"Documentary, Biography, Music","Brett Berns, Bob Sarles","Christina Keating, Joel Selvin","Brooks Arthur, Jeff Barry, Solomon Burke",Music meets the Mob in this biography of '60s hitmaker and 2016 Rock and Roll Hall of Fame inductee Bert Berns.,English,"Ireland, United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BYzUxZjc4ZmItMDdkNi00YjVhLTkzZjQtYmM2ZWE4MDgyYmRkXkEyXkFqcGdeQXVyMDcxNzMyMg@@._V1_SX300.jpg,,
The Force,2017,N/A,29 Jan 2018,92 min,Documentary,Peter Nicks,"Linda Davis, Lawrence Lerew, Peter Nicks","Cat Brooks, Jonathan Cairo, Ben McBride",THE FORCE goes inside an embattled urban police department struggling to rebuild trust in one of America's most violent yet promising cities.,English,United States,https://m.media-amazon.com/images/M/MV5BOTI4MzMyNTQtOWUxMS00Yzg1LWJmNmQtZGNlYzc2OWYzOWJlXkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_SX300.jpg,,
The Boom,1963,N/A,25 Sep 1963,88 min,Comedy,Vittorio De Sica,Cesare Zavattini,"Alberto Sordi, Gianna Maria Canale, Elena Nicolai",During the economic boom of Italy a man tries desperately to maintain a high standard of living for his family.,Italian,Italy,https://m.media-amazon.com/images/M/MV5BZjAwNjZlYjItNmYwYy00YmMwLThiZjctYjk4ZmZjYzViOGFlXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg,,
Bad Santa 2,2016,R,23 Nov 2016,92 min,"Comedy, Crime, Drama",Mark Waters,"Johnny Rosenthal, Shauna Cross, Glenn Ficarra","Billy Bob Thornton, Kathy Bates, Tony Cox","Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",English,United States,https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,,
Fire at Sea,2016,N/A,18 Feb 2016,114 min,Documentary,Gianfranco Rosi,"Gianfranco Rosi, Carla Cattani","Samuele Pucillo, Mattias Cucina, Samuele Caruana","Capturing life on the Italian island of Lampedusa, a frontline in the European migrant crisis.","Italian, English","Italy, France",https://m.media-amazon.com/images/M/MV5BMTQ5MDYwNDU5OV5BMl5BanBnXkFtZTgwMDg0NTgyMDI@._V1_SX300.jpg,,
God of War,2017,Not Rated,02 Jun 2017,128 min,"Action, Adventure, Drama",Gordon Chan,"Frankie Tam, Maria Wong, MengZhang Wu","Wenzhuo Zhao, Sammo Kam-Bo Hung, Regina Wan",A maverick commander and a young general join forces to battle pirates who pillage small villages in 16th-century China. The violent clash of wits and weapons will ultimately decide who rules the land.,"Mandarin, Japanese","China, Hong Kong",https://m.media-amazon.com/images/M/MV5BZmQ5MjE4NDgtZjAxNC00MDVhLTlkNWQtZDNlYTU5NTA5NTM3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,,
The Paris Opera,2017,N/A,05 Apr 2017,110 min,"Documentary, Music",Jean-Stéphane Bron,N/A,"Stéphane Lissner, Benjamin Millepied","A behind-the-scenes look at the Paris Opera, under the direction of Stephane Lissner.","French, English","Switzerland, France",https://m.media-amazon.com/images/M/MV5BMDVlMGU4ZWItMDI3MS00ZWE4LWE2MWMtNWQzOGZkM2M2YWY3XkEyXkFqcGdeQXVyNTkyMjQwNw@@._V1_SX300.jpg,,
The Divine Order,2017,N/A,27 Oct 2017,96 min,"Comedy, Drama",Petra Biondina Volpe,Petra Biondina Volpe,"Marie Leuenberger, Maximilian Simonischek, Rachel Braunschweig","In 1971, a young housewife organizes the women of her town to petition for the right to vote.","Swiss German, German, English, Italian",Switzerland,https://m.media-amazon.com/images/M/MV5BNTY3NDg1ZGMtZjU0ZC00M2ExLWEyZmMtMWY4NmZjZjFiMmUzXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
The Brand New Testament,2015,Not Rated,01 Sep 2015,114 min,"Comedy, Fantasy",Jaco Van Dormael,"Thomas Gunzig, Jaco Van Dormael","Pili Groyne, Benoît Poelvoorde, Catherine Deneuve",Did you know that God is alive and lives in Brussels with his daughter?,"French, German","Belgium, France, Luxembourg",https://m.media-amazon.com/images/M/MV5BMjM3OTAzMzYzNV5BMl5BanBnXkFtZTgwNTQ4MzU0MDI@._V1_SX300.jpg,,
Beautiful Accident,2017,N/A,26 May 2017,104 min,"Comedy, Fantasy",Wi Ding Ho,"Zhichao Ha, Je-Yeong Kim, Harry Segall","Gwei Lun-Mei, Jingchun Wang, Na-Na OuYang","Dying prematurely in a car crash, a woman first returns as a wife and mother of 2 for a week, before returning to be the single lawyer again.",Mandarin,"Taiwan, China, South Korea",https://m.media-amazon.com/images/M/MV5BOGU1Y2VlMTItYTdlNS00ZTlkLTkxNGEtNDViMGNhYWY3YWVhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,,
The Ornithologist,2016,Unrated,20 Oct 2016,117 min,"Adventure, Drama, Mystery",João Pedro Rodrigues,João Pedro Rodrigues,"Paul Hamy, João Pedro Rodrigues, Xelo Cagiao","Fernando, a solitary ornithologist, is looking for black storks when he is swept away by the rapids. Rescued by a couple of Chinese pilgrims, he plunges into an eerie and dark forest, trying to get back on his track.","Portuguese, English, Mandarin, Mirandese, Latin","Portugal, France, Brazil",https://m.media-amazon.com/images/M/MV5BNTY4ODY2OGUtYTc4OC00OTE5LWFhZTMtOGQ4ZmRmNTRiZjFlXkEyXkFqcGdeQXVyMTU2NjUwNTg@._V1_SX300.jpg,,
Keep Quiet,2016,N/A,14 Apr 2016,90 min,Documentary,"Sam Blair, Joe Martin",N/A,Csanad Szegedi,An anti-Semitic far-right politician's astonishing transformation after finding out he is Jewish.,"English, Hungarian, German","United Kingdom, Hungary",https://m.media-amazon.com/images/M/MV5BMzY1ZTlmMjQtYjJkYS00ZmYyLTkwNGEtMjg3ODI4MWQ0YzRlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,,
From the Land of the Moon,2016,R,28 Jul 2017,120 min,"Drama, Romance",Nicole Garcia,"Milena Agus, Natalie Carter, Jacques Fieschi","Marion Cotillard, Louis Garrel, Alex Brendemühl","In 1950s France, Gabrielle is a passionate, free-spirited woman who is in a loveless marriage and falls for another man when she is sent away to the Alps to treat her kidney stones. Gabrielle yearns to free herself and run away wi...","French, Spanish, German","France, Belgium, Canada, Spain",https://m.media-amazon.com/images/M/MV5BN2Q2OTEyZWItYmVmMi00NzYyLWI4YTAtMjJjMWMzZjBjYzM4XkEyXkFqcGdeQXVyNDAyODU1Njc@._V1_SX300.jpg,,
Person to Person,2017,Not Rated,28 Jul 2017,84 min,"Comedy, Drama",Dustin Guy Defa,Dustin Guy Defa,"Abbi Jacobson, Michael Cera, Tavi Gevinson",Follows a variety of New York characters as they navigate personal relationships and unexpected problems over the course of one day.,English,United States,https://m.media-amazon.com/images/M/MV5BNDA1YzRiMDctNWNlYS00Nzg0LWE2ZmEtNmJjMmZlYmRiZmRkXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,,
Napping Princess,2017,N/A,18 Mar 2017,111 min,"Animation, Adventure, Drama",Kenji Kamiyama,Kenji Kamiyama,"Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz","In the near future, a high school senior discovers that events in her waking life begin to parallel events in her dreams.","Japanese, English",Japan,https://m.media-amazon.com/images/M/MV5BNDcwZjIyMmItY2IzNC00YjQyLThjZTMtNGY5NjJkNTM3ZTY3XkEyXkFqcGdeQXVyNjc2NTgzMzc@._V1_SX300.jpg,,
Window Horses,2016,N/A,10 Nov 2017,85 min,"Animation, Adventure, Drama",Ann Marie Fleming,Ann Marie Fleming,"Elliot Page, Shohreh Aghdashloo, Sandra Oh",A young Canadian poet with Chinese and Persian parents travels to Iran to perform at a poetry festival.,"English, Persian",Canada,https://m.media-amazon.com/images/M/MV5BNzVkOTA2ODAtOTIwOS00YzVlLWEyN2UtNGZkOWMzZjU5NDE5XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,,
Saving Banksy,2017,Unrated,13 Jan 2017,80 min,Documentary,Colin M. Day,"Éva Boros, Paul Polycarpou","Ben Eine, Glen E. Friedman, Kelly 'Risk' Graval","Internationally known graffiti artist, Banksy, left his mark on San Francisco in April 2010. Little did he know that this act of vandalism would spark a chain of events that includes one of his rats being removed from a wall, Muse...",English,United States,https://m.media-amazon.com/images/M/MV5BMjQwMDQ3OTE0M15BMl5BanBnXkFtZTgwNjQxMDUwMTI@._V1_SX300.jpg,,
Tampopo,1985,Not Rated,01 Sep 1987,114 min,Comedy,Jûzô Itami,Jûzô Itami,"Ken Watanabe, Tsutomu Yamazaki, Nobuko Miyamoto",A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,Japanese,Japan,https://m.media-amazon.com/images/M/MV5BOTE5ZWY2MGEtYjA5ZS00YjdkLTk1MmMtNGFhMDRlNTkzNTRiXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,,
So B. It,2016,PG-13,06 Oct 2017,98 min,Drama,Stephen Gyllenhaal,"Sarah Weeks, Garry Williams","Talitha Eliana Bateman, Alfre Woodard, John Heard","A young girl named Heidi, who lives with her mentally disabled mother, travels across the country to find out about her and her mother's past.",English,United States,https://m.media-amazon.com/images/M/MV5BMjEzMjI0MDQ5N15BMl5BanBnXkFtZTgwMTc1NDEzMzI@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
The Death of Louis XIV,2016,N/A,02 Nov 2016,115 min,"Biography, Drama, History",Albert Serra,"Thierry Lounas, Albert Serra","Jean-Pierre Léaud, Patrick d'Assumçao, Marc Susini","Upon returning from a hunting expedition, King Louis XIV feels a sharp pain in his leg. He begins to die, surrounded by loyal followers in the royal chambers.","French, Latin","France, Portugal, Spain",https://m.media-amazon.com/images/M/MV5BNDE3ZjA5OWEtNWEyMi00NDM0LTkwNzctODc3MmI2ZjY4NGZkXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,,
Tomorrow,2022–,TV-14,01 Apr 2022,42S min,"Action, Comedy, Drama",N/A,N/A,"Kim Hee-seon, Kim Ro Woon, Lee Soo-hyuk","Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.",Korean,South Korea,https://m.media-amazon.com/images/M/MV5BZWU5YWI4MzAtNjUwYi00MmFhLWI4MzItOWE5OWZmMjAxMGZmXkEyXkFqcGdeQXVyNDg3OTE3MzU@._V1_SX300.jpg,,1
Bluebeard,2017,Not Rated,17 Mar 2017,117 min,Thriller,Soo-youn Lee,Soo-youn Lee,"Cho Jin-woong, Goo Shin, Dae-Myung Kim","Dr. Seung-hoon sedates his landlord before medical check-up, when the old man begins telling him a convincing murder confession.",Korean,South Korea,https://m.media-amazon.com/images/M/MV5BNTVhZWE3YTktZDAzNC00NDUxLTk0YjctOTUwZmMwYTk1NzI1XkEyXkFqcGdeQXVyNDIwOTAzMDM@._V1_SX300.jpg,,
Hermia & Helena,2016,Not Rated,03 Aug 2017,87 min,"Comedy, Drama",Matías Piñeiro,Matías Piñeiro,"Agustina Muñoz, María Villar, Mati Diop","Hermia &amp; Helena is a film of dead ends and new beginnings, navigating different hemispheres and languages with amorous detours, where the written words of Shakespeare clash with the entanglements of modern, digital life.","English, Spanish","Argentina, United States",https://m.media-amazon.com/images/M/MV5BOTdjZjI1MGQtMWRhYS00YzAzLTlkMzItYzc2MjQwYzc2NDNmXkEyXkFqcGdeQXVyNjM4OTk2MjE@._V1_SX300.jpg,,
Woodshock,2017,R,22 Sep 2017,100 min,"Drama, Fantasy, Horror","Kate Mulleavy, Laura Mulleavy","Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk","A haunted young woman spirals in the wake of profound loss, torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",English,United States,https://m.media-amazon.com/images/M/MV5BMTYzNTU0MzQ0Ml5BMl5BanBnXkFtZTgwNjA0NTc5MjI@._V1_SX300.jpg,,
Some Like It Hot,1959,Passed,19 Mar 1959,121 min,"Comedy, Music, Romance",Billy Wilder,"Billy Wilder, I.A.L. Diamond, Robert Thoeren","Marilyn Monroe, Tony Curtis, Jack Lemmon","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",English,United States,https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,,
